"","Trajectory","frame","x","y","z"
"2111",589,3722,39.89,75.81,1
"2112",589,3723,38.65,75.9,1
"2113",589,3724,39.05,75.94,1
"2114",589,3725,40.02,76.86,1
"2115",589,3726,39.82,76.75,1
"2116",589,3727,39.79,76.82,1
"2117",590,3722,64.22,88.07,1
"2118",590,3723,64.98,88.08,1
"2119",590,3724,65.73,88.05,1
"2120",590,3725,66.94,87.8,1
"2121",590,3726,67.25,88.14,1
"2122",591,3723,55.97,51.25,1
"2123",591,3724,56.02,50.95,1
"2124",592,3726,56.01,49.71,1
"2125",592,3727,56.27,49.76,1
"2126",592,3728,56.86,50.2,1
"2127",592,3729,56.28,49.93,1
"2128",592,3730,55.22,50.73,1
"2129",592,3731,55.73,49.96,1
"2130",592,3732,55.22,49.3,1
"2131",592,3733,54.88,49.31,1
"2132",593,3729,67.84,87.77,1
"2133",593,3730,67.69,88.06,1
"2134",593,3731,71.14,88.3,1
"2135",593,3732,75.93,89.32,1
"2136",593,3733,76.24,89.32,1
"2137",594,3734,39.93,76.27,1
"2138",594,3735,40.05,76.69,1
"2139",595,3735,54.91,50.61,1
"2140",595,3736,53.87,50.21,1
"2141",595,3737,53.67,50.03,1
"2142",595,3738,55.12,49.68,1
"2143",595,3739,54.86,50.73,1
"2144",595,3740,54.73,50.03,1
"2145",596,3737,40.69,76.82,1
"2146",596,3738,40.81,76.21,1
"2147",597,3737,63.3,49.91,1
"2148",597,3738,63.21,49.74,1
"2149",597,3739,62.75,49.72,1
"2150",597,3740,62.75,50.98,1
"2151",597,3741,62.66,50.9,1
"2152",598,3739,78.91,90.64,1
"2153",598,3740,78.22,91.93,1
"2154",599,3742,40.07,76.67,1
"2155",599,3743,39.33,75.98,1
"2156",599,3744,39.03,76.17,1
"2157",600,3742,55.31,50.26,1
"2158",600,3743,54.04,49.64,1
"2159",601,3747,63.96,88.73,1
"2160",601,3748,65.95,89.7,1
"2161",601,3749,65.21,89.18,1
"2162",602,3748,49.83,122.79,1
"2163",602,3749,51.14,124.15,1
"2164",603,3749,38.79,76.26,1
"2165",603,3750,38.96,75.9,1
"2166",604,3749,55.02,51.14,1
"2167",604,3750,56.08,50.04,1
"2168",604,3751,55.05,49.71,1
"2169",604,3752,54.83,49.85,1
"2170",604,3753,54.8,49.2,1
"2171",605,3755,17.04,66.83,1
"2172",605,3756,16.72,67.76,1
"2173",606,3755,54.89,49.84,1
"2174",606,3756,54.97,49.89,1
"2175",606,3757,55.16,50.85,1
"2176",606,3758,56.08,50.82,1
"2177",606,3759,55.23,50.24,1
"2178",606,3760,55.85,50.09,1
"2179",606,3761,54.37,50.14,1
"2180",606,3762,54.65,50.89,1
"2181",607,3755,66.67,93.08,1
"2182",607,3756,66.99,93.3,1
"2183",607,3757,69.61,97.02,1
"2184",608,3764,54.95,50.04,1
"2185",608,3765,56.15,50.22,1
"2186",609,3766,38.84,76.08,1
"2187",609,3767,39.11,76.41,1
"2188",610,3767,54.82,50.25,1
"2189",610,3768,55.68,50.03,1
"2190",610,3769,56.02,49.93,1
"2191",611,3771,55.91,50.82,1
"2192",611,3772,55.81,50.86,1
"2193",611,3773,55.8,50.97,1
"2194",611,3774,56.1,49.78,1
"2195",611,3775,56.33,50.06,1
"2196",611,3776,56.03,49.67,1
"2197",611,3777,55.25,49.88,1
"2198",611,3778,55.87,49.14,1
"2199",611,3779,55.94,49.71,1
"2200",611,3780,55.85,49.37,1
"2201",611,3781,55.98,49.72,1
"2202",611,3782,56.24,49.12,1
"2203",611,3783,56.03,49.08,1
"2204",611,3784,55.25,50.33,1
"2205",612,3775,79.98,97.26,1
"2206",612,3776,80.13,100.8,1
"2207",612,3777,76.27,99.24,1
"2208",613,3777,38.28,76.06,1
"2209",613,3778,38.83,75.77,1
"2210",613,3779,37.24,75.87,1
"2211",614,3783,39.14,76.79,1
"2212",614,3784,39.63,76.31,1
"2213",615,3786,40.05,76.85,1
"2214",615,3787,40.13,76.75,1
"2215",616,3786,56.06,50.73,1
"2216",616,3787,56.23,51.01,1
"2217",616,3788,56.67,51.03,1
"2218",616,3789,56.82,51.24,1
"2219",616,3790,56.14,50.74,1
"2220",616,3791,56.19,50.78,1
"2221",616,3792,57.25,50.76,1
"2222",617,3787,79.33,100.89,1
"2223",617,3788,79.03,101.28,1
"2224",617,3789,79.04,100.77,1
"2225",618,3789,39.21,76.7,1
"2226",618,3790,39.11,76.6,1
"2227",618,3791,38.69,76.96,1
"2228",618,3792,38.78,76.01,1
"2229",618,3793,38.82,75.7,1
"2230",619,3791,78.08,101.84,1
"2231",619,3792,76.26,101.34,1
"2232",619,3793,75.05,101.21,1
"2233",619,3794,76.69,102.08,1
"2234",619,3795,75.81,101.89,1
"2235",619,3796,76.77,101.72,1
"2236",619,3797,77.24,101.13,1
"2237",619,3798,77.66,101.19,1
"2238",620,3794,58.24,51.42,1
"2239",620,3795,58.19,51.82,1
"2240",620,3796,57.92,49.75,1
"2241",621,3800,3.01,48.23,1
"2242",621,3801,3.8,48.8,1
"2243",622,3800,56.88,51.17,1
"2244",622,3801,57.23,50.96,1
"2245",622,3802,56.93,51.87,1
"2246",622,3803,56.14,51.77,1
"2247",622,3804,56.36,50.19,1
"2248",622,3805,56.93,51.02,1
"2249",622,3806,56.09,50.32,1
"2250",622,3807,56.77,51.16,1
"2251",623,3802,55.94,90.23,1
"2252",623,3803,58.34,88.96,1
"2253",624,3808,39.3,75.02,1
"2254",624,3809,40,75.77,1
"2255",624,3810,39.74,76.09,1
"2256",625,3810,56.91,51.64,1
"2257",625,3811,56.92,51.37,1
"2258",626,3812,40.15,75.38,1
"2259",626,3813,39.38,75.97,1
"2260",626,3814,40.23,75.75,1
"2261",626,3815,40.18,76.06,1
"2262",627,3812,67.78,71.03,1
"2263",627,3813,67.9,71.74,1
"2264",628,3813,51.8,108.79,1
"2265",628,3814,54.83,109.88,1
"2266",629,3816,56.8,52.14,1
"2267",629,3817,56.27,51.82,1
"2268",629,3818,57.33,51.95,1
"2269",629,3819,57.74,52.19,1
"2270",629,3820,57.28,52.25,1
"2271",629,3821,56.93,52.09,1
"2272",629,3822,56.84,51.7,1
"2273",630,3817,40.11,76.74,1
"2274",630,3818,40.23,76.15,1
"2275",630,3819,40.22,75.78,1
"2276",630,3820,40.07,76.09,1
"2277",631,3825,57.81,52.18,1
"2278",631,3826,57.09,51.38,1
"2279",631,3827,56.25,50.83,1
"2280",631,3828,56.76,50.82,1
"2281",631,3829,56.81,50.66,1
"2282",631,3830,57.83,50.68,1
"2283",632,3829,114.11,26.27,1
"2284",632,3830,110,28.36,1
"2285",633,3832,57.96,50.07,1
"2286",633,3833,57.16,50.14,1
"2287",633,3834,57.77,50.2,1
"2288",633,3835,57.16,50.21,1
"2289",633,3836,56.23,50.07,1
"2290",633,3837,56.26,50.22,1
"2291",634,3839,57.77,50.69,1
"2292",634,3840,56.13,50.02,1
"2293",634,3841,56.18,49.17,1
"2294",634,3842,55.36,50.14,1
"2295",634,3843,56.1,49.73,1
"2296",635,3845,56.33,50.2,1
"2297",635,3846,56.74,50.81,1
"2298",635,3847,55.26,50.31,1
"2299",635,3848,56.74,51.16,1
"2300",635,3849,57.02,50.77,1
"2301",635,3850,56.81,50.24,1
"2302",635,3851,56.35,50.97,1
"2303",636,3853,57.4,50.19,1
"2304",636,3854,57.8,50.74,1
"2305",636,3855,57.85,50.74,1
"2306",636,3856,57.67,49.88,1
"2307",636,3857,57.31,51.01,1
"2308",636,3858,56.93,50.62,1
"2309",636,3859,57.13,49.87,1
"2310",636,3860,57.9,49.79,1
"2311",636,3861,57.19,50.86,1
"2312",637,3867,10.87,14.97,1
"2313",637,3868,12.17,12.72,1
"2314",638,3907,53.79,44.93,1
"2315",638,3908,53.75,44.22,1
"2316",638,3909,53.94,44.35,1
"2317",638,3910,53.77,44.29,1
"2318",638,3911,53.74,43.93,1
"2319",638,3912,53.79,43.82,1
"2320",638,3913,54.1,44.66,1
"2321",638,3914,54.73,44.08,1
"2322",638,3915,54.74,44.21,1
"2323",639,3917,53.35,43.88,1
"2324",639,3918,52.75,44.21,1
"2325",639,3919,53.1,43.82,1
"2326",639,3920,53.07,43.18,1
"2327",639,3921,53.11,44.05,1
"2328",639,3922,53.7,43.88,1
"2329",639,3923,53.7,43.62,1
"2330",639,3924,54.19,43.62,1
"2331",639,3925,53.81,43.76,1
"2332",639,3926,53.8,44.4,1
"2333",639,3927,53.74,43.22,1
"2334",639,3928,53.24,43.78,1
"2335",639,3929,52.71,43.82,1
"2336",640,3953,107.37,73.04,1
"2337",640,3954,107.05,73.15,1
"2338",641,3962,59.89,124.78,1
"2339",641,3963,56.05,124.36,1
"2340",642,3973,23.76,84.16,1
"2341",642,3974,28.27,84.06,1
"2342",643,4002,115.66,81.12,1
"2343",643,4003,113.18,81.14,1
"2344",644,4003,35.03,71.72,1
"2345",644,4004,33.88,69.66,1
"2346",645,4038,70.24,50.93,1
"2347",645,4039,73.23,49.26,1
"2348",646,4047,18.25,71.22,1
"2349",646,4048,17.09,70.3,1
"2350",647,4068,19.36,58.85,1
"2351",647,4069,20.12,58.29,1
"2352",647,4070,20.21,59.04,1
"2353",648,4073,19.21,59.73,1
"2354",648,4074,20.03,58.92,1
"2355",648,4075,19.89,58.79,1
"2356",649,4077,19.27,59.12,1
"2357",649,4078,19.72,58.82,1
"2358",649,4079,19.37,58.22,1
"2359",649,4080,19.8,58.93,1
"2360",649,4081,19.74,58.17,1
"2361",649,4082,19.87,58.67,1
"2362",649,4083,19.23,58.76,1
"2363",650,4083,24.78,107.16,1
"2364",650,4084,28.14,109.27,1
"2365",651,4086,20.29,58.17,1
"2366",651,4087,19.89,57.69,1
"2367",652,4089,20.14,58.36,1
"2368",652,4090,19.9,58.32,1
"2369",652,4091,19.9,58.3,1
"2370",652,4092,20,57.22,1
"2371",652,4093,19.97,56.93,1
"2372",652,4094,19.99,57.27,1
"2373",652,4095,20.93,58.56,1
"2374",653,4096,123.73,45.18,1
"2375",653,4097,122.87,44.83,1
"2376",654,4097,19.17,56.76,1
"2377",654,4098,19.98,56.66,1
"2378",655,4100,20.61,56.94,1
"2379",655,4101,20.27,57.14,1
"2380",655,4102,20.8,57.71,1
"2381",655,4103,21.11,57.97,1
"2382",655,4104,20.68,57.82,1
"2383",655,4105,19.17,57.84,1
"2384",655,4106,19.71,58.16,1
"2385",655,4107,20.25,57.83,1
"2386",656,4100,123.24,42.74,1
"2387",656,4101,123.02,42.69,1
"2388",657,4106,53.7,79.93,1
"2389",657,4107,52.39,79.81,1
"2390",658,4109,87.74,119.29,1
"2391",658,4110,87.19,117.23,1
"2392",659,4111,20.11,58.99,1
"2393",659,4112,19.8,58.08,1
"2394",659,4113,20.28,58.25,1
"2395",659,4114,20.24,58.17,1
"2396",659,4115,20.6,58.99,1
"2397",659,4116,20.9,58.85,1
"2398",659,4117,20.87,59.08,1
"2399",659,4118,21.25,59.2,1
"2400",660,4120,20.82,58.73,1
"2401",660,4121,20.32,58.08,1
"2402",660,4122,20.23,58.65,1
"2403",661,4125,20.11,57.81,1
"2404",661,4126,20.66,58.86,1
"2405",661,4127,20.78,58.6,1
"2406",661,4128,20.02,59.11,1
"2407",661,4129,20.36,59.02,1
"2408",661,4130,20.13,58.67,1
"2409",661,4131,19.85,58.78,1
"2410",661,4132,21.14,58.23,1
"2411",661,4133,20.92,58.66,1
"2412",662,4140,20.71,58.91,1
"2413",662,4141,19.98,58.8,1
"2414",663,4144,41.07,92.73,1
"2415",663,4145,39.3,92.89,1
"2416",664,4155,18.74,58.9,1
"2417",664,4156,19.06,58.97,1
"2418",665,4160,18.24,58.73,1
"2419",665,4161,18.33,57.95,1
"2420",665,4162,18.71,58.73,1
"2421",666,4167,18.93,58.74,1
"2422",666,4168,18.82,58.2,1
"2423",666,4169,19.66,58.03,1
"2424",667,4168,110.08,50.17,1
"2425",667,4169,111.71,51.75,1
"2426",668,4189,84.22,76.13,1
"2427",668,4190,82.36,75.95,1
"2428",669,4191,112.14,111.16,1
"2429",669,4192,115.08,108.72,1
"2430",670,4227,16.22,52.88,1
"2431",670,4228,17.83,53.19,1
"2432",670,4229,16.91,53.12,1
"2433",671,4234,17,52.16,1
"2434",671,4235,17.01,52.27,1
"2435",672,4239,16.9,52.74,1
"2436",672,4240,16.94,53.25,1
"2437",672,4241,16.73,53.78,1
"2438",672,4242,16.71,53.82,1
"2439",673,4241,23.89,58.28,1
"2440",673,4242,23.77,57.86,1
"2441",674,4257,24.91,57.82,1
"2442",674,4258,23.63,54.95,1
"2443",674,4259,19.1,53.23,1
"2444",674,4260,20.81,54.67,1
"2445",674,4261,19.1,53.81,1
"2446",674,4262,19.72,53.86,1
"2447",674,4263,19.3,53.7,1
"2448",674,4264,19.11,53.01,1
"2449",675,4284,36.65,79.13,1
"2450",675,4285,40.02,78.92,1
"2451",676,4336,11.83,60.86,1
"2452",676,4337,12.18,63.71,1
"2453",677,4340,20.95,64.37,1
"2454",677,4341,21.61,63.12,1
"2455",678,4346,19.73,59.77,1
"2456",678,4347,19.84,59.16,1
"2457",678,4348,21.05,60.72,1
"2458",679,4348,12.99,53.27,1
"2459",679,4349,12.64,52.08,1
"2460",679,4350,11.19,53.85,1
"2461",680,4360,15.11,52.95,1
"2462",680,4361,14.32,52.97,1
"2463",680,4362,15.77,53.25,1
"2464",680,4363,14.73,54.02,1
"2465",681,4363,99.86,85.17,1
"2466",681,4364,99.81,85.1,1
"2467",681,4365,99.29,85.03,1
"2468",681,4366,99.76,84.85,1
"2469",681,4367,99.35,85.11,1
"2470",682,4377,41.97,66.39,1
"2471",682,4378,38.75,68.96,1
"2472",683,4399,41.7,68.89,1
"2473",683,4400,37.11,70.71,1
"2474",684,4489,16.93,4.32,1
"2475",684,4490,18.78,7.94,1
"2476",685,4536,15.98,104.63,1
"2477",685,4537,15.21,102.9,1
"2478",686,4537,24.3,60.81,1
"2479",686,4538,24.09,60.68,1
"2480",686,4539,23.95,60.64,1
"2481",686,4540,24.28,60.31,1
"2482",686,4541,23.74,61.88,1
"2483",686,4542,23.75,60.94,1
"2484",686,4543,24.71,60.88,1
"2485",686,4544,23.79,61.88,1
"2486",687,4546,25.04,59.39,1
"2487",687,4547,24.06,58.28,1
"2488",687,4548,25.26,58.27,1
"2489",687,4549,24.78,60.14,1
"2490",687,4550,25.26,59.59,1
"2491",687,4551,25.75,58.07,1
"2492",688,4560,18.17,58.69,1
"2493",688,4561,20.1,57.97,1
"2494",689,4564,8.08,125.91,1
"2495",689,4565,8.76,121.86,1
"2496",690,4577,49.86,96.94,1
"2497",690,4578,53.13,98.34,1
"2498",691,4582,14.19,79.96,1
"2499",691,4583,16.07,77.7,1
"2500",692,4594,104.85,30.07,1
"2501",692,4595,108.3,28.78,1
"2502",693,4600,14.86,51.82,1
"2503",693,4601,14.33,56,1
"2504",694,4620,13.1,59.89,1
"2505",694,4621,13.22,59.81,1
"2506",695,4623,54.82,95.68,1
"2507",695,4624,53.72,95.1,1
"2508",695,4625,53.28,95.07,1
"2509",695,4626,53.23,94.85,1
"2510",695,4627,53.76,95.11,1
"2511",695,4628,53.77,94.8,1
"2512",695,4629,53.18,94.77,1
"2513",695,4630,53.72,95.1,1
"2514",696,4632,13.81,57.72,1
"2515",696,4633,11.36,56.21,1
"2516",697,4643,69.82,53.71,1
"2517",697,4644,69.8,53.65,1
"2518",698,4648,23.14,62.91,1
"2519",698,4649,22.12,62.57,1
"2520",698,4650,21.96,63.21,1
"2521",698,4651,22.01,63.26,1
"2522",699,4648,68.96,56.23,1
"2523",699,4649,69.1,56.06,1
"2524",700,4654,16.3,57.9,1
"2525",700,4655,18.29,57.81,1
"2526",701,4674,68.91,51.26,1
"2527",701,4675,69.67,51.94,1
"2528",702,4682,60.16,11.3,1
"2529",702,4683,58.18,15.15,1
"2530",703,4683,119.69,118.14,1
"2531",703,4684,116.68,118.14,1
"2532",704,4695,47.14,86.32,1
"2533",704,4696,46.93,89.61,1
"2534",705,4703,23.79,59.94,1
"2535",705,4704,21.01,56.88,1
"2536",706,4705,23.71,65.96,1
"2537",706,4706,23.76,63.92,1
"2538",707,4737,44.25,79.79,1
"2539",707,4738,44.98,79.28,1
"2540",708,4740,47.14,81.67,1
"2541",708,4741,47.18,81.28,1
"2542",708,4742,45.79,81.78,1
"2543",708,4743,46.68,80.99,1
"2544",708,4744,47.04,79.93,1
"2545",708,4745,46.83,79.8,1
"2546",708,4746,46.2,80.12,1
"2547",709,4750,46.06,80.64,1
"2548",709,4751,46.8,79.84,1
"2549",709,4752,45.1,81.14,1
"2550",709,4753,45.36,80.02,1
"2551",709,4754,48.94,83.22,1
"2552",709,4755,49.02,82.39,1
"2553",710,4752,29.31,62.21,1
"2554",710,4753,27.35,66.24,1
"2555",711,4761,81.88,54.73,1
"2556",711,4762,80.97,54.41,1
"2557",712,4765,46.24,78.25,1
"2558",712,4766,46.76,79.18,1
"2559",712,4767,47.78,79.8,1
"2560",713,4775,45.68,87.01,1
"2561",713,4776,44.8,86.68,1
"2562",713,4777,44.86,86.91,1
"2563",713,4778,45.94,87.35,1
"2564",713,4779,44.98,85.86,1
"2565",713,4780,45.86,87.05,1
"2566",713,4781,46.74,87.74,1
"2567",714,4785,47.19,87.84,1
"2568",714,4786,44.99,88.15,1
"2569",714,4787,43.95,87.39,1
"2570",715,4800,37,79.23,1
"2571",715,4801,39.31,80.18,1
"2572",716,4802,45.32,82.14,1
"2573",716,4803,44.12,79.64,1
"2574",717,4806,42.2,80.04,1
"2575",717,4807,43.28,81.17,1
"2576",718,4842,62.79,82.2,1
"2577",718,4843,61.7,82.71,1
"2578",719,4847,92.95,50.87,1
"2579",719,4848,89.96,47.78,1
"2580",720,4859,99.39,85.18,1
"2581",720,4860,99.41,85.05,1
"2582",720,4861,99.79,85.03,1
"2583",720,4862,99.67,85.01,1
"2584",721,4886,26.02,8.2,1
"2585",721,4887,25,5.35,1
"2586",722,4932,113.18,44.28,1
"2587",722,4933,111,46.4,1
"2588",723,4935,114.04,43.41,1
"2589",723,4936,116.32,43.13,1
"2590",724,4944,42.16,85.22,1
"2591",724,4945,40.33,82.14,1
"2592",725,4945,114.91,46.01,1
"2593",725,4946,113.78,43.79,1
"2594",725,4947,112.21,42.96,1
"2595",726,4947,77.88,75.85,1
"2596",726,4948,78.63,79.09,1
"2597",727,4947,115.74,48.07,1
"2598",727,4948,115.64,48.15,1
"2599",728,4963,118.18,45.36,1
"2600",728,4964,117.25,46.81,1
"2601",729,4994,61.79,84.24,1
"2602",729,4995,64.22,80.29,1
"2603",730,5001,46.83,77.88,1
"2604",730,5002,46.96,78.18,1
"2605",731,5018,84.25,98.84,1
"2606",731,5019,81.15,96.87,1
"2607",732,5034,66.71,105,1
"2608",732,5035,62.29,102.94,1
"2609",733,5064,65.98,50.65,1
"2610",733,5065,64.99,49.24,1
"2611",734,5069,63.13,46.12,1
"2612",734,5070,63.68,47.18,1
"2613",735,5081,62.15,44.84,1
"2614",735,5082,62.6,48.81,1
"2615",736,5094,68.78,90.82,1
"2616",736,5095,68.29,88.03,1
"2617",737,5097,67.3,87.85,1
"2618",737,5098,67.14,87.37,1
"2619",738,5100,64.96,87.78,1
"2620",738,5101,64.74,87.09,1
"2621",738,5102,65.21,87.99,1
"2622",739,5123,25.81,58.16,1
"2623",739,5124,26.21,58.66,1
"2624",739,5125,26.63,58.92,1
"2625",740,5128,76.1,95.66,1
"2626",740,5129,76.9,95.87,1
"2627",740,5130,76.12,95.64,1
"2628",740,5131,76.33,96.14,1
"2629",740,5132,76.26,96.03,1
"2630",740,5133,76.61,95.95,1
"2631",740,5134,76.78,95.99,1
"2632",740,5135,76.3,96.25,1
"2633",740,5136,76.85,95.83,1
"2634",740,5137,77.8,95.79,1
"2635",740,5138,76.9,95.67,1
"2636",740,5139,76.1,95.75,1
"2637",740,5140,76.39,95.18,1
"2638",740,5141,76.29,95.24,1
"2639",740,5142,75.88,95.2,1
"2640",740,5143,75.73,95.33,1
"2641",740,5144,75.25,95.67,1
"2642",740,5145,75.08,95.08,1
"2643",740,5146,75.85,95.72,1
"2644",740,5147,76.2,95.73,1
"2645",740,5148,75.6,95.96,1
"2646",740,5149,76.16,96.23,1
"2647",740,5150,76.32,96.17,1
"2648",740,5151,76.71,96.12,1
"2649",740,5152,75.92,96.23,1
"2650",740,5153,75.98,97.29,1
"2651",740,5154,75.84,97.75,1
"2652",740,5155,75.89,97.2,1
"2653",740,5156,75.59,97.04,1
"2654",740,5157,75.96,96.64,1
"2655",740,5158,76.03,96.73,1
"2656",740,5159,76.28,95.96,1
"2657",740,5160,76.68,95.93,1
"2658",740,5161,75.8,95.96,1
"2659",740,5162,75.93,95.03,1
"2660",740,5163,77.08,95.83,1
"2661",740,5164,76.33,95.79,1
"2662",740,5165,76.75,95.69,1
"2663",740,5166,76.64,96.11,1
"2664",740,5167,76.84,96.09,1
"2665",740,5168,76.69,96.09,1
"2666",740,5169,76.72,96.33,1
"2667",740,5170,76.68,96.1,1
"2668",740,5171,76.77,97.04,1
"2669",740,5172,76.25,96.73,1
"2670",740,5173,76.61,97.09,1
"2671",740,5174,76.21,96.4,1
"2672",740,5175,76.77,96.08,1
"2673",740,5176,76.16,96.3,1
"2674",740,5177,76.3,96.03,1
"2675",740,5178,76.23,96.27,1
"2676",741,5129,26.09,59.27,1
"2677",741,5130,25.33,59.08,1
"2678",741,5131,25.66,58.92,1
"2679",742,5129,120.33,22.97,1
"2680",742,5130,121.74,19.78,1
"2681",743,5144,53.99,84.96,1
"2682",743,5145,54.84,84.64,1
"2683",743,5146,52.78,85.09,1
"2684",744,5151,47.99,79.95,1
"2685",744,5152,46,81.29,1
"2686",745,5157,56.82,85.31,1
"2687",745,5158,55.89,86.86,1
"2688",745,5159,55.09,85.29,1
"2689",746,5160,37.95,76.22,1
"2690",746,5161,38.91,80.99,1
"2691",747,5161,56.18,86.68,1
"2692",747,5162,56.03,86.38,1
"2693",747,5163,55.16,86.32,1
"2694",747,5164,55.76,85.87,1
"2695",747,5165,55.81,86.79,1
"2696",748,5168,22.81,56.76,1
"2697",748,5169,22.86,56.7,1
"2698",748,5170,22,57.13,1
"2699",749,5168,55.78,85.83,1
"2700",749,5169,54.77,85.78,1
"2701",749,5170,54.16,85.72,1
"2702",750,5172,21.71,56.84,1
"2703",750,5173,22.27,56.14,1
"2704",751,5172,55.04,85.29,1
"2705",751,5173,54.85,86.37,1
"2706",751,5174,54.69,85.78,1
"2707",751,5175,54.75,85.73,1
"2708",751,5176,53.9,85.15,1
"2709",751,5177,54.99,85.36,1
"2710",751,5178,54.95,85.58,1
"2711",751,5179,54.88,85.28,1
"2712",751,5180,54.86,85.36,1
"2713",751,5181,57.15,84.38,1
"2714",751,5182,55,86.18,1
"2715",751,5183,54.69,85.95,1
"2716",751,5184,54.64,85.86,1
"2717",751,5185,54.71,85.25,1
"2718",752,5180,76.79,96.24,1
"2719",752,5181,76.81,96.13,1
"2720",752,5182,76.15,96.1,1
"2721",753,5183,22.27,56.2,1
"2722",753,5184,22.25,57.09,1
"2723",753,5185,22.92,57.2,1
"2724",753,5186,22.33,56.04,1
"2725",753,5187,22.29,55.19,1
"2726",753,5188,22.73,56.12,1
"2727",754,5183,63.34,90.06,1
"2728",754,5184,62.73,89.85,1
"2729",755,5184,76.95,97.05,1
"2730",755,5185,76.23,96.07,1
"2731",755,5186,77.11,96.78,1
"2732",755,5187,77.77,96.2,1
"2733",755,5188,76.91,97.08,1
"2734",755,5189,77.77,96.76,1
"2735",755,5190,77.78,96.84,1
"2736",755,5191,77.32,96.13,1
"2737",755,5192,77.17,97.11,1
"2738",755,5193,76.81,96.9,1
"2739",755,5194,76.94,97.21,1
"2740",755,5195,77,97,1
"2741",755,5196,77.19,97.31,1
"2742",755,5197,76.94,97.69,1
"2743",755,5198,76.91,97.15,1
"2744",755,5199,76.69,96.95,1
"2745",755,5200,77.15,97.32,1
"2746",755,5201,77.66,97.14,1
"2747",755,5202,77.34,97.08,1
"2748",755,5203,77.74,96.8,1
"2749",755,5204,77.12,97.27,1
"2750",755,5205,77.67,96.93,1
"2751",755,5206,77.05,96.29,1
"2752",755,5207,76.92,96.37,1
"2753",755,5208,77.17,96.81,1
"2754",755,5209,77.16,96.74,1
"2755",755,5210,77.1,96.74,1
"2756",755,5211,76.75,96.21,1
"2757",755,5212,77.26,97.1,1
"2758",755,5213,77.66,97.18,1
"2759",755,5214,76.99,97.11,1
"2760",755,5215,77.79,96.78,1
"2761",755,5216,76.74,96.7,1
"2762",755,5217,77.21,96.2,1
"2763",755,5218,76.75,96.09,1
"2764",755,5219,76.82,95.79,1
"2765",755,5220,76.12,95.83,1
"2766",755,5221,76.72,96.73,1
"2767",755,5222,75.75,95.76,1
"2768",755,5223,76.03,95.77,1
"2769",755,5224,76.23,95.78,1
"2770",755,5225,76.85,95.41,1
"2771",755,5226,77.17,95.31,1
"2772",755,5227,77.11,95.34,1
"2773",755,5228,77.12,95.69,1
"2774",755,5229,77.65,95.06,1
"2775",755,5230,77.04,95,1
"2776",755,5231,77.74,95.19,1
"2777",755,5232,77.13,94.37,1
"2778",755,5233,77.26,94.88,1
"2779",755,5234,77.31,96.21,1
"2780",755,5235,77.06,95.77,1
"2781",755,5236,77.02,96.05,1
"2782",755,5237,77.12,95.35,1
"2783",755,5238,77.75,95.92,1
"2784",755,5239,76.84,96.14,1
"2785",755,5240,76.3,96.11,1
"2786",755,5241,76.95,96.29,1
"2787",755,5242,76.82,95.65,1
"2788",756,5189,54.96,86.23,1
"2789",756,5190,55.04,86.28,1
"2790",756,5191,54.88,86.09,1
"2791",757,5193,54.85,85.93,1
"2792",757,5194,54.08,85.34,1
"2793",757,5195,54.96,84.98,1
"2794",757,5196,53.98,85.34,1
"2795",757,5197,55.03,85.27,1
"2796",757,5198,54.19,85.21,1
"2797",757,5199,54,85.15,1
"2798",757,5200,54.98,85.66,1
"2799",757,5201,55.04,85.99,1
"2800",757,5202,54.89,85.89,1
"2801",757,5203,54.88,86.14,1
"2802",757,5204,55.01,85.78,1
"2803",758,5194,22.05,55.11,1
"2804",758,5195,21.72,54.16,1
"2805",758,5196,21.85,55.68,1
"2806",758,5197,21.89,55.19,1
"2807",758,5198,21.31,55.08,1
"2808",758,5199,21.7,55.01,1
"2809",759,5200,63.68,89.14,1
"2810",759,5201,66.06,88.65,1
"2811",759,5202,63.24,89.1,1
"2812",760,5203,16.19,55.9,1
"2813",760,5204,15.35,54.85,1
"2814",761,5203,21.13,54.39,1
"2815",761,5204,21.31,55.09,1
"2816",762,5206,55.01,85.76,1
"2817",762,5207,54.71,86.04,1
"2818",763,5207,21.88,54.79,1
"2819",763,5208,21.61,54.85,1
"2820",763,5209,21.79,54.72,1
"2821",763,5210,16.84,55.02,1
"2822",764,5209,65.79,94.13,1
"2823",764,5210,68.68,95.03,1
"2824",764,5211,69.16,96.69,1
"2825",765,5211,54.05,85.65,1
"2826",765,5212,54.72,86.01,1
"2827",765,5213,54.82,86.12,1
"2828",766,5215,55.23,86.19,1
"2829",766,5216,55.75,86.87,1
"2830",766,5217,54.76,86.06,1
"2831",767,5216,66.91,52.82,1
"2832",767,5217,66.36,53.22,1
"2833",768,5219,22.02,55.71,1
"2834",768,5220,21.97,55.94,1
"2835",769,5219,54.65,85.93,1
"2836",769,5220,55.12,85.86,1
"2837",769,5221,55.06,85.95,1
"2838",769,5222,54.84,85.76,1
"2839",769,5223,54.33,85.79,1
"2840",769,5224,54.69,85.91,1
"2841",769,5225,54.88,85.83,1
"2842",769,5226,54.93,85.8,1
"2843",769,5227,54.08,85.72,1
"2844",769,5228,54.22,85.82,1
"2845",769,5229,54.28,86.01,1
"2846",769,5230,53.77,85.85,1
"2847",769,5231,54.14,85.33,1
