"","Trajectory","frame","x","y","z"
"1",1,1,48.78,88.07,1
"2",1,2,48.65,87.82,1
"3",1,3,49.08,87.07,1
"4",1,4,48.82,86.17,1
"5",1,5,50.04,85.28,1
"6",2,5,78.27,91.84,1
"7",2,6,78.95,91.13,1
"8",2,7,77.84,90.11,1
"9",2,8,78.37,90.93,1
"10",2,9,78.73,89.9,1
"11",3,7,52.87,81.85,1
"12",3,8,53.05,82.63,1
"13",3,9,51.06,82.11,1
"14",3,10,50.82,81.77,1
"15",3,11,50.85,80.6,1
"16",3,12,52.25,81.27,1
"17",3,13,53,81.71,1
"18",3,14,52.82,81.74,1
"19",3,15,52.23,82.74,1
"20",3,16,52.37,83.06,1
"21",3,17,53.32,84.19,1
"22",3,18,53.84,83.73,1
"23",3,19,52.93,83.3,1
"24",3,20,52.62,84.79,1
"25",3,21,52.79,85.2,1
"26",3,22,52.3,84.93,1
"27",3,23,52.68,85.1,1
"28",3,24,52.73,85.85,1
"29",4,11,77.79,87.99,1
"30",4,12,77.3,87.71,1
"31",4,13,76.79,87.11,1
"32",4,14,77.17,87.71,1
"33",5,16,18.19,53.27,1
"34",5,17,18.02,53.31,1
"35",6,16,77.25,87.18,1
"36",6,17,75.99,87.06,1
"37",7,20,35.88,96.36,1
"38",7,21,35.59,96.75,1
"39",8,21,17.17,53.88,1
"40",8,22,17.12,53.93,1
"41",9,23,64.9,50.28,1
"42",9,24,65.41,52,1
"43",9,25,64.64,52,1
"44",9,26,64.17,51.68,1
"45",9,27,64.84,51.73,1
"46",10,26,6.9,47.26,1
"47",10,27,8.33,48.15,1
"48",11,27,50.76,85.24,1
"49",11,28,50.97,84.85,1
"50",12,30,25.15,59.33,1
"51",12,31,26.15,60.3,1
"52",12,32,25.73,60.04,1
"53",13,30,50.18,83.93,1
"54",13,31,50.93,83.12,1
"55",14,32,15.09,60.65,1
"56",14,33,15.65,60.99,1
"57",15,34,58.84,81.75,1
"58",15,35,58.87,81.59,1
"59",15,36,57.27,82.78,1
"60",15,37,57.24,82,1
"61",15,38,57.84,81.82,1
"62",15,39,58.05,82.16,1
"63",16,35,17,53.36,1
"64",16,36,17.25,52.98,1
"65",16,37,17,53.87,1
"66",16,38,13.75,54.97,1
"67",16,39,15.78,58.16,1
"68",17,35,16.57,60.99,1
"69",17,36,16.68,60.22,1
"70",18,41,16.04,57.66,1
"71",18,42,15.92,58.31,1
"72",18,43,15.84,58.7,1
"73",18,44,14.79,59.18,1
"74",18,45,15.08,58.08,1
"75",18,46,14.99,58.85,1
"76",18,47,15.18,58.78,1
"77",18,48,15.75,58.85,1
"78",18,49,15.63,58.92,1
"79",18,50,15.17,57.92,1
"80",18,51,15.67,58.11,1
"81",18,52,15.08,58.75,1
"82",19,54,15.26,58.09,1
"83",19,55,15.76,57.95,1
"84",20,60,17.03,50.89,1
"85",20,61,16.37,51.91,1
"86",21,61,16.12,58.82,1
"87",21,62,15.64,58.74,1
"88",22,65,77.36,88.01,1
"89",22,66,79.21,87.93,1
"90",23,66,15.96,58.38,1
"91",23,67,15.38,58.89,1
"92",24,70,17.8,53.16,1
"93",24,71,17.04,53.09,1
"94",24,72,16.88,53.32,1
"95",24,73,17.26,52.04,1
"96",25,75,69.02,34.64,1
"97",25,76,69.4,35.06,1
"98",26,75,78.31,92.02,1
"99",26,76,78.98,92.85,1
"100",26,77,79.17,90.05,1
"101",26,78,79.05,87.75,1
"102",26,79,81.72,88.64,1
"103",26,80,80.78,88.14,1
"104",26,81,81.73,88.21,1
"105",26,82,79.96,89.12,1
"106",27,75,120.09,63.64,1
"107",27,76,119.98,63.29,1
"108",27,77,119.76,63.78,1
"109",28,78,15.12,47.12,1
"110",28,79,14.71,48,1
"111",28,80,15.86,47.3,1
"112",29,80,118.85,36.23,1
"113",29,81,117.95,34.91,1
"114",29,82,118.84,34.85,1
"115",30,81,17.32,59.26,1
"116",30,82,17.3,60.14,1
"117",30,83,17.85,60.23,1
"118",31,86,79.99,92.66,1
"119",31,87,80.99,91.71,1
"120",31,88,82.62,89.16,1
"121",31,89,83.09,89.88,1
"122",32,89,15.37,47.91,1
"123",32,90,16.65,48.24,1
"124",33,89,24.38,60.07,1
"125",33,90,25.8,61.28,1
"126",34,92,25.96,62.26,1
"127",34,93,25.31,61.8,1
"128",35,96,34.14,44.39,1
"129",35,97,33.1,42.74,1
"130",36,97,17.83,60.86,1
"131",36,98,17.33,60.05,1
"132",36,99,17.12,60.19,1
"133",37,100,106.83,84.78,1
"134",37,101,105.89,83.57,1
"135",38,101,15.78,53.22,1
"136",38,102,15.81,53.16,1
"137",39,101,18.03,60.23,1
"138",39,102,18.71,61.06,1
"139",39,103,18.7,60.06,1
"140",40,104,24.29,57.26,1
"141",40,105,25.26,59.1,1
"142",41,105,17.75,61.03,1
"143",41,106,16.9,60.1,1
"144",41,107,17.62,61.01,1
"145",41,108,17.95,59.78,1
"146",41,109,17.3,59.77,1
"147",41,110,17.82,60.15,1
"148",41,111,17.75,59.88,1
"149",41,112,17.17,60.01,1
"150",42,106,119.33,36.97,1
"151",42,107,119.63,36.86,1
"152",43,107,21.73,56.2,1
"153",43,108,21.9,56.95,1
"154",44,108,15.85,54.17,1
"155",44,109,15.34,53.86,1
"156",44,110,16.02,53.32,1
"157",44,111,15.87,53.83,1
"158",45,110,23.37,56.01,1
"159",45,111,22.09,53.94,1
"160",46,116,15.71,54.03,1
"161",46,117,16.98,58.84,1
"162",46,118,17.22,59.23,1
"163",46,119,17.06,59.08,1
"164",47,122,15.75,54.79,1
"165",47,123,16.11,59.23,1
"166",48,125,18.9,60.67,1
"167",48,126,15.75,58.83,1
"168",49,125,22.24,56.01,1
"169",49,126,20.76,59.24,1
"170",50,126,55.1,86.99,1
"171",50,127,54.69,87.11,1
"172",51,128,18.24,62.8,1
"173",51,129,18.81,63.14,1
"174",52,129,15.18,54.26,1
"175",52,130,15.3,57.08,1
"176",52,131,15.87,58.65,1
"177",53,130,52.11,85.95,1
"178",53,131,52.07,86.23,1
"179",53,132,51.18,86.75,1
"180",53,133,51.18,87.11,1
"181",53,134,51.18,86.9,1
"182",53,135,51.18,85.72,1
"183",53,136,51.16,85.78,1
"184",53,137,50.94,84.16,1
"185",54,139,51.73,83.21,1
"186",54,140,50.35,83.09,1
"187",54,141,48.94,82.3,1
"188",55,139,63.82,46.24,1
"189",55,140,64.76,46.92,1
"190",56,140,85.77,37.83,1
"191",56,141,86.23,36.84,1
"192",57,143,15.98,56.03,1
"193",57,144,15.21,55.28,1
"194",57,145,16.74,56.99,1
"195",57,146,14.6,54.99,1
"196",58,150,15.99,54.36,1
"197",58,151,15.01,54.23,1
"198",59,153,15.61,54.09,1
"199",59,154,12.04,55.71,1
"200",60,154,17.72,57.99,1
"201",60,155,17.67,57.85,1
"202",61,158,15.8,57.84,1
"203",61,159,15.78,53.7,1
"204",61,160,16.16,58.26,1
"205",61,161,16.8,58.65,1
"206",62,163,46.85,76.18,1
"207",62,164,47.72,76.8,1
"208",62,165,48.04,76.7,1
"209",62,166,49.71,76.83,1
"210",62,167,49.37,76.87,1
"211",62,168,49.11,76.36,1
"212",63,164,16.17,56.86,1
"213",63,165,16.09,56.94,1
"214",64,167,15.99,57.64,1
"215",64,168,15.82,54.23,1
"216",64,169,16.17,55.8,1
"217",64,170,16.38,55.01,1
"218",64,171,15.95,53.79,1
"219",64,172,15.96,53.89,1
"220",64,173,15.97,56.6,1
"221",64,174,15.93,54,1
"222",64,175,15.92,56.16,1
"223",65,167,84.91,69.62,1
"224",65,168,83.88,69.8,1
"225",65,169,84.95,69.01,1
"226",66,177,15.89,56.18,1
"227",66,178,14.92,56.78,1
"228",67,178,48.78,77.65,1
"229",67,179,50.21,79.19,1
"230",67,180,50.79,79.65,1
"231",67,181,51.75,78.73,1
"232",67,182,51.74,78.05,1
"233",67,183,50.73,79.15,1
"234",68,180,14.7,57.86,1
"235",68,181,15.78,54.21,1
"236",68,182,15.1,58.73,1
"237",68,183,15.71,58.85,1
"238",69,185,14.97,56.79,1
"239",69,186,16.62,53.91,1
"240",70,185,21.09,114.11,1
"241",70,186,25.23,113.98,1
"242",71,194,56.7,53.18,1
"243",71,195,55.79,52.22,1
"244",72,195,16.36,54.27,1
"245",72,196,16.29,54.86,1
"246",73,195,83.07,75.86,1
"247",73,196,83.07,76.68,1
"248",73,197,82.83,76.88,1
"249",74,197,15.33,49.12,1
"250",74,198,15.75,48.91,1
"251",75,200,83.28,76.03,1
"252",75,201,83.09,76.33,1
"253",75,202,83.78,76.88,1
"254",75,203,83.32,76.26,1
"255",76,205,84.19,76.19,1
"256",76,206,83.24,76.71,1
"257",76,207,84.07,76.29,1
"258",76,208,83.4,76.12,1
"259",76,209,83.83,76.06,1
"260",76,210,83.78,76.12,1
"261",76,211,83.76,75.97,1
"262",76,212,83.89,76.17,1
"263",76,213,83.87,76.08,1
"264",76,214,83.22,76.22,1
"265",76,215,83.97,76.6,1
"266",76,216,83.89,76.65,1
"267",76,217,83.66,76.97,1
"268",77,206,15.28,54.06,1
"269",77,207,15.73,53.27,1
"270",77,208,15.71,53.2,1
"271",77,209,16.06,54.79,1
"272",78,208,21.88,63.79,1
"273",78,209,19.93,63.67,1
"274",79,211,18.92,59.18,1
"275",79,212,19.1,58.27,1
"276",80,215,15.27,54.24,1
"277",80,216,15.85,54.28,1
"278",81,217,58.83,43.09,1
"279",81,218,60.06,42.74,1
"280",82,218,15.94,54.18,1
"281",82,219,14.96,53.81,1
"282",83,224,15.12,53.25,1
"283",83,225,15.2,54.07,1
"284",84,236,15.7,53.77,1
"285",84,237,16.12,53.88,1
"286",84,238,15.89,54.74,1
"287",84,239,15.21,53.85,1
"288",84,240,14.92,53.31,1
"289",84,241,15.87,49.92,1
"290",85,245,112.19,49.2,1
"291",85,246,112.26,50.74,1
"292",86,248,14.8,53.9,1
"293",86,249,14.31,54.11,1
"294",87,248,67.22,92.72,1
"295",87,249,66.86,91.95,1
"296",87,250,66.84,91.79,1
"297",87,251,66.79,91.8,1
"298",87,252,66.39,93.98,1
"299",87,253,67.26,95.06,1
"300",87,254,67.75,96.12,1
"301",88,249,60.84,42.78,1
"302",88,250,58.83,43,1
"303",88,251,58.74,43.92,1
"304",89,254,7.86,45.05,1
"305",89,255,6.17,42.92,1
"306",90,254,15.03,53.84,1
"307",90,255,15.75,53.05,1
"308",90,256,15.09,53.64,1
"309",91,259,14.97,52.74,1
"310",91,260,15.17,52.34,1
"311",92,262,14.84,53.76,1
"312",92,263,14.25,53.96,1
"313",92,264,14.21,53.74,1
"314",92,265,14.35,52.96,1
"315",92,266,14.78,53.08,1
"316",93,262,69.16,97.33,1
"317",93,263,70.02,97.76,1
"318",93,264,71.02,99.86,1
"319",94,264,114.77,47.69,1
"320",94,265,114.21,47.35,1
"321",95,269,69.81,91.25,1
"322",95,270,69.28,90.86,1
"323",96,287,43.26,76.72,1
"324",96,288,43.23,77.01,1
"325",97,297,43.29,76.92,1
"326",97,298,44.23,76.8,1
"327",98,302,4.73,72.85,1
"328",98,303,4.86,73.05,1
"329",98,304,4.22,72.61,1
"330",99,319,8.82,67.34,1
"331",99,320,8.65,66.84,1
"332",100,322,70,90.79,1
"333",100,323,70.04,90.97,1
"334",100,324,69.99,90.95,1
"335",101,337,70.07,91.34,1
"336",101,338,69.98,91.25,1
"337",102,344,69.76,91.19,1
"338",102,345,69.75,91.17,1
"339",102,346,68.92,91.63,1
"340",102,347,69.59,91.07,1
"341",103,355,63.17,46.61,1
"342",103,356,63.71,46.19,1
"343",104,361,60.29,46.09,1
"344",104,362,58,45.88,1
"345",104,363,57.93,46.79,1
"346",105,365,64.03,43.42,1
"347",105,366,65.97,46.22,1
"348",106,367,69.74,91.22,1
"349",106,368,68.77,90.99,1
"350",107,370,69.24,91.1,1
"351",107,371,69.13,90.87,1
"352",107,372,69.25,90.72,1
"353",107,373,69.78,90.87,1
"354",108,379,70.03,90.77,1
"355",108,380,70.2,90.81,1
"356",109,384,14.23,54.23,1
"357",109,385,14.26,54,1
"358",110,388,15.19,62.97,1
"359",110,389,16.31,63.24,1
"360",111,391,14.25,55.13,1
"361",111,392,15.02,54.02,1
"362",112,394,15.87,57.09,1
"363",112,395,14.03,58.7,1
"364",112,396,11.78,58.79,1
"365",112,397,14.23,57.74,1
"366",112,398,15.27,55.27,1
"367",113,394,70.31,90.96,1
"368",113,395,69.91,90.63,1
"369",114,397,69.91,91.13,1
"370",114,398,70.67,91.8,1
"371",114,399,69.77,90.92,1
"372",114,400,70.25,90.25,1
"373",114,401,70.18,90.83,1
"374",114,402,70.89,90.71,1
"375",114,403,69.98,91.24,1
"376",115,409,103.73,68.89,1
"377",115,410,104.22,69.25,1
"378",115,411,105.95,70.64,1
"379",115,412,105.24,71.02,1
"380",115,413,103.64,71.06,1
"381",115,414,103.22,70.77,1
"382",116,411,19.14,63.83,1
"383",116,412,19.09,63.66,1
"384",117,421,13.88,54.01,1
"385",117,422,13.13,53.93,1
"386",117,423,13.34,53.96,1
"387",118,423,70.79,91.78,1
"388",118,424,70.22,91.71,1
"389",119,425,12.34,54.13,1
"390",119,426,12.19,53.24,1
"391",120,425,61.07,41.22,1
"392",120,426,61.69,40.94,1
"393",120,427,60.68,43.02,1
"394",121,432,23.74,60.65,1
"395",121,433,22.81,61.02,1
"396",121,434,22.63,60.94,1
"397",121,435,22.75,59.68,1
"398",121,436,20.12,60.29,1
"399",121,437,20.25,60.19,1
"400",121,438,20.25,60.69,1
"401",122,432,62.74,41.76,1
"402",122,433,61.72,41.88,1
"403",122,434,61.35,41.15,1
"404",122,435,60.9,40.37,1
"405",122,436,60.73,41.22,1
"406",122,437,60.93,40.95,1
"407",122,438,60.16,41,1
"408",123,440,59.84,40.68,1
"409",123,441,60.87,41.15,1
"410",123,442,61.79,41.73,1
"411",123,443,61.21,41.77,1
"412",123,444,61.1,41.69,1
"413",123,445,61.97,41.75,1
"414",123,446,61.74,42.81,1
"415",123,447,62.62,42.92,1
"416",123,448,62.17,41.95,1
"417",123,449,62.85,42.23,1
"418",123,450,62.34,42.75,1
"419",123,451,62.79,42.98,1
"420",123,452,62.89,42.76,1
"421",123,453,62.2,42.69,1
"422",123,454,62.99,42.27,1
"423",124,442,15.9,50.31,1
"424",124,443,16.88,49.76,1
"425",124,444,16.8,49.99,1
"426",124,445,16.88,49.89,1
"427",124,446,16.8,49.83,1
"428",125,443,25.79,56.21,1
"429",125,444,24.79,56.72,1
"430",125,445,23.9,56.76,1
"431",126,446,70.05,91.26,1
"432",126,447,70.94,91.12,1
"433",126,448,70.81,91.2,1
"434",127,447,24.71,51.85,1
"435",127,448,23.77,52.13,1
"436",127,449,24.3,52.07,1
"437",127,450,24.17,52.21,1
"438",127,451,24.18,52.59,1
"439",127,452,24.72,52.08,1
"440",127,453,23.05,52.68,1
"441",128,453,44.01,5.9,1
"442",128,454,48.3,4.05,1
"443",129,456,62.84,41.69,1
"444",129,457,63.22,42.06,1
"445",130,459,62.35,41.97,1
"446",130,460,63.88,41.08,1
"447",130,461,62.63,41.97,1
"448",131,469,70.17,91.16,1
"449",131,470,69.91,90.87,1
"450",131,471,70.29,91.88,1
"451",132,475,71.01,90.72,1
"452",132,476,71.01,90.78,1
"453",132,477,70.65,90.79,1
"454",133,475,102.94,82.24,1
"455",133,476,104.12,83.03,1
"456",134,478,81.14,92.8,1
"457",134,479,82.1,92.83,1
"458",134,480,81.31,91.92,1
"459",134,481,81.14,91.05,1
"460",135,479,70.73,90.24,1
"461",135,480,70.22,90.73,1
"462",136,481,11.34,71.92,1
"463",136,482,13.71,73.87,1
"464",136,483,12.13,73,1
"465",137,482,70.89,90.86,1
"466",137,483,70.24,91.68,1
"467",138,485,38.25,79.79,1
"468",138,486,38.62,80.06,1
"469",138,487,38.97,79.39,1
"470",138,488,38.06,79.98,1
"471",138,489,39.01,79.33,1
"472",138,490,38.2,79.65,1
"473",138,491,38.9,79.32,1
"474",139,486,81.26,89.9,1
"475",139,487,81.82,90.74,1
"476",139,488,81.94,90.74,1
"477",139,489,81.74,92,1
"478",139,490,81.77,91.97,1
"479",140,488,13.63,37.17,1
"480",140,489,15.13,41.14,1
"481",141,489,16.64,63.03,1
"482",141,490,17.72,63.1,1
"483",142,490,70.09,91.32,1
"484",142,491,74.21,89.71,1
"485",142,492,74.19,90.67,1
"486",142,493,70.27,90.7,1
"487",143,495,38.69,80,1
"488",143,496,38.03,80.05,1
"489",143,497,38.92,79.34,1
"490",143,498,38.68,79.76,1
"491",144,496,14.79,60.15,1
"492",144,497,12.67,59.23,1
"493",145,500,64.15,80.35,1
"494",145,501,63.95,80.65,1
"495",146,501,12.18,59.29,1
"496",146,502,11.22,60.06,1
"497",146,503,11.64,60.06,1
"498",146,504,12.19,60.31,1
"499",147,501,45.7,77.17,1
"500",147,502,42.99,76.28,1
"501",147,503,42.22,75.11,1
"502",147,504,43.2,79.9,1
"503",148,503,81.14,91.22,1
"504",148,504,81.93,91.43,1
"505",149,506,12.87,60.76,1
"506",149,507,12,60.78,1
"507",149,508,12.4,60.74,1
"508",150,508,38.01,80.2,1
"509",150,509,38.78,79.29,1
"510",150,510,38.18,79.09,1
"511",150,511,38.73,79.83,1
"512",150,512,38.78,79.2,1
"513",150,513,38.87,79.77,1
"514",151,508,70.86,90.4,1
"515",151,509,71.03,90.28,1
"516",152,511,70.36,90,1
"517",152,512,70.16,90.68,1
"518",153,511,81.24,92.33,1
"519",153,512,82.88,91.68,1
"520",153,513,82.32,91.1,1
"521",153,514,82.85,91.87,1
"522",153,515,84.81,93.96,1
"523",153,516,84.73,95.17,1
"524",153,517,81.71,91.82,1
"525",153,518,81.9,92.16,1
"526",154,514,73.76,90.13,1
"527",154,515,73.11,89.9,1
"528",154,516,73.81,90.12,1
"529",155,515,15.18,63.76,1
"530",155,516,15.05,62.15,1
"531",156,518,84.05,95.2,1
"532",156,519,85.72,95.76,1
"533",157,523,82.01,91.88,1
"534",157,524,82.75,92.07,1
"535",157,525,82.87,93.29,1
"536",157,526,81.79,92.14,1
"537",157,527,81.71,90.09,1
"538",157,528,81.21,92.02,1
"539",157,529,81.28,90.86,1
"540",157,530,81.78,90.81,1
"541",157,531,81.26,90.87,1
"542",157,532,81.96,90.15,1
"543",157,533,81.17,90.63,1
"544",157,534,80.97,90.82,1
"545",157,535,80.88,91.2,1
"546",158,537,82.85,91.27,1
"547",158,538,81.2,90.87,1
"548",158,539,80.78,90.2,1
"549",159,545,78.87,90.21,1
"550",159,546,79.05,89.77,1
"551",160,547,7.08,75.78,1
"552",160,548,7.83,75.64,1
"553",161,550,79.74,91.97,1
"554",161,551,79.76,91.79,1
"555",162,553,77.92,90.68,1
"556",162,554,77.86,90.83,1
"557",162,555,75.16,90.71,1
"558",162,556,74.28,91.86,1
"559",163,554,61.95,62.66,1
"560",163,555,59.99,65.83,1
"561",164,556,79.98,90.65,1
"562",164,557,78.74,91.26,1
"563",165,561,76.13,88.1,1
"564",165,562,75.73,88.75,1
"565",165,563,75.75,89.73,1
"566",165,564,74.18,88.07,1
"567",165,565,74.17,88.79,1
"568",166,570,75.14,91.79,1
"569",166,571,75.23,92.09,1
"570",167,593,75.26,90.89,1
"571",167,594,74.23,91.28,1
"572",168,595,16.21,51.29,1
"573",168,596,13.81,51.91,1
"574",168,597,13.8,51.18,1
"575",169,595,65.12,58.09,1
"576",169,596,64.75,57.11,1
"577",169,597,65.31,57.12,1
"578",169,598,64.97,57.34,1
"579",169,599,65.09,57.67,1
"580",170,596,74.17,90.3,1
"581",170,597,73.8,90.81,1
"582",170,598,74.06,90.04,1
"583",171,604,102.92,72.05,1
"584",171,605,103.18,71.32,1
"585",172,644,65.17,46.75,1
"586",172,645,66.12,48.65,1
"587",173,692,62.96,74.69,1
"588",173,693,62.91,75.74,1
"589",174,693,14.72,58.8,1
"590",174,694,13.92,58.68,1
"591",174,695,12.11,58.21,1
"592",175,696,56.31,51.05,1
"593",175,697,56.63,50.78,1
"594",176,706,47.06,78.25,1
"595",176,707,46.78,78.34,1
"596",177,712,60.08,70.22,1
"597",177,713,59.82,70.3,1
"598",178,720,57.71,51.78,1
"599",178,721,58.72,51.94,1
"600",178,722,56.78,51.23,1
"601",179,741,107.89,46.94,1
"602",179,742,110.14,50.69,1
"603",180,757,57.09,51.77,1
"604",180,758,54.04,50.39,1
"605",181,778,57.34,50.92,1
"606",181,779,57.84,51.25,1
"607",182,786,57.12,51.03,1
"608",182,787,57.95,52.06,1
"609",183,788,107.12,120.22,1
"610",183,789,105.21,120.07,1
"611",184,815,5.08,70.31,1
"612",184,816,3.93,70.37,1
"613",184,817,3.7,71.06,1
"614",184,818,3.74,71.02,1
"615",185,822,57.82,50.8,1
"616",185,823,58.06,50.69,1
"617",186,825,4.16,71.02,1
"618",186,826,3.69,70.89,1
"619",187,828,57.11,50.76,1
"620",187,829,58.12,50.68,1
"621",187,830,58.25,50.09,1
"622",187,831,57.22,50.94,1
"623",188,844,83.81,98.23,1
"624",188,845,84.73,97.01,1
"625",189,871,16.73,46.78,1
"626",189,872,16.05,45.28,1
"627",190,894,41.84,85.82,1
"628",190,895,40.36,85.16,1
"629",190,896,42.04,84.18,1
"630",191,897,57.95,50.34,1
"631",191,898,56.34,49.03,1
"632",191,899,55.81,46.25,1
"633",192,902,111.94,41.97,1
"634",192,903,112.02,42.17,1
"635",192,904,111.94,41.34,1
"636",192,905,111.74,41.82,1
"637",193,955,37.86,96.14,1
"638",193,956,38.14,97.26,1
"639",194,981,26.32,72.86,1
"640",194,982,25.6,73.9,1
"641",194,983,25.24,73.24,1
"642",195,999,63.05,49.07,1
"643",195,1000,65.88,47.96,1
"644",195,1001,65.75,47.83,1
"645",195,1002,65.81,47.15,1
"646",196,1022,53.13,89.74,1
"647",196,1023,53.61,89.94,1
"648",197,1032,41.21,78.14,1
"649",197,1033,41.68,77.78,1
"650",197,1034,40.16,76.32,1
"651",198,1083,24.69,77.2,1
"652",198,1084,24.39,77.07,1
"653",199,1087,25.83,76.18,1
"654",199,1088,25.04,76.84,1
"655",200,1091,85.35,101.96,1
"656",200,1092,84.76,101.01,1
"657",201,1094,24.91,76.22,1
"658",201,1095,24.93,76.01,1
"659",201,1096,24.76,76.74,1
"660",202,1109,24.68,77.04,1
"661",202,1110,25.09,77.78,1
"662",203,1113,64.21,95.78,1
"663",203,1114,64.1,95.72,1
"664",204,1117,63.69,96.3,1
"665",204,1118,64.26,96.04,1
"666",204,1119,63.95,96.89,1
"667",205,1125,64.27,95.8,1
"668",205,1126,63.96,96.08,1
"669",206,1127,98.02,84.9,1
"670",206,1128,98.75,84.97,1
"671",207,1129,28.24,49.27,1
"672",207,1130,28.16,49.79,1
"673",207,1131,27.85,50.08,1
"674",207,1132,27.69,50.01,1
"675",207,1133,28.02,50.08,1
"676",207,1134,27.43,50.12,1
"677",208,1133,64.75,96.15,1
"678",208,1134,64.39,96.8,1
"679",208,1135,64.24,96.31,1
"680",208,1136,63.89,96.39,1
"681",209,1140,63.2,96.62,1
"682",209,1141,65.17,96.19,1
"683",209,1142,63.88,95.29,1
"684",210,1148,12.12,58.18,1
"685",210,1149,11.73,58.91,1
"686",210,1150,11.61,58.64,1
"687",210,1151,11.71,58.25,1
"688",210,1152,11.85,58.11,1
"689",210,1153,10.96,57.12,1
"690",210,1154,11.74,58.05,1
"691",210,1155,11.87,58.72,1
"692",210,1156,11.64,59,1
"693",211,1148,42.1,75.97,1
"694",211,1149,41.89,76.29,1
"695",211,1150,41.77,76,1
"696",212,1158,12.01,58.36,1
"697",212,1159,12.08,57.85,1
"698",213,1159,80.7,100,1
"699",213,1160,79.22,100.07,1
"700",214,1164,42.11,75.76,1
"701",214,1165,41.74,75.69,1
"702",214,1166,41.22,76.28,1
"703",215,1167,11.29,58.76,1
"704",215,1168,11.71,58.65,1
"705",215,1169,11.31,59.14,1
"706",215,1170,11.67,58.89,1
"707",216,1173,11.63,57.91,1
"708",216,1174,11.15,58.74,1
"709",216,1175,11.72,58.19,1
"710",217,1173,41.68,76.12,1
"711",217,1174,41.21,76.89,1
"712",218,1177,11.77,58.26,1
"713",218,1178,11.38,57.99,1
"714",218,1179,11.73,58.95,1
"715",219,1193,86.95,65.63,1
"716",219,1194,82.99,63.78,1
"717",220,1201,55.37,47.19,1
"718",220,1202,55.19,47.34,1
"719",220,1203,55.8,46.81,1
"720",220,1204,54.64,47.81,1
"721",220,1205,55.13,47.16,1
"722",221,1207,55.05,47.35,1
"723",221,1208,54.97,47.03,1
"724",221,1209,54.3,46.9,1
"725",221,1210,54.25,46.96,1
"726",221,1211,54.7,46.8,1
"727",221,1212,53.93,46.23,1
"728",221,1213,54,47.08,1
"729",222,1215,54.01,47.21,1
"730",222,1216,54.26,46.83,1
"731",222,1217,53.76,46.86,1
"732",223,1219,54.21,46.87,1
"733",223,1220,54.36,46.25,1
"734",223,1221,54.76,46.72,1
"735",223,1222,54.68,46.17,1
"736",223,1223,55.27,47.02,1
"737",223,1224,55.06,46.34,1
"738",223,1225,54.9,46.81,1
"739",224,1224,40.15,76.99,1
"740",224,1225,40.67,77.18,1
"741",225,1227,54.67,53.13,1
"742",225,1228,50.09,52.18,1
"743",226,1238,39.1,76.82,1
"744",226,1239,38.69,76.91,1
"745",226,1240,38.84,76.82,1
"746",226,1241,38.77,76.13,1
"747",226,1242,37.82,76.3,1
"748",226,1243,38.9,77.59,1
"749",227,1245,57.96,51.01,1
"750",227,1246,59.91,50.65,1
"751",228,1247,38.92,77.67,1
"752",228,1248,37.8,77.95,1
"753",229,1251,39.3,76.02,1
"754",229,1252,39.15,76.19,1
"755",229,1253,38.71,77.17,1
"756",229,1254,39.27,76.13,1
"757",230,1260,38.77,76.04,1
"758",230,1261,39.02,77.69,1
"759",230,1262,38.31,76.34,1
"760",231,1263,58.85,49.2,1
"761",231,1264,59.01,49.3,1
"762",232,1267,39.86,76.34,1
"763",232,1268,40.12,76.06,1
"764",232,1269,40.03,76.93,1
"765",233,1272,39.22,76.68,1
"766",233,1273,39.79,76.84,1
"767",234,1282,94.91,93.8,1
"768",234,1283,94.94,94.06,1
"769",235,1313,63.97,91.88,1
"770",235,1314,65.18,91.03,1
"771",236,1328,80.94,89.73,1
"772",236,1329,79.84,89.96,1
"773",236,1330,80.28,89.01,1
"774",236,1331,81.08,88.97,1
"775",236,1332,80.13,88.32,1
"776",236,1333,79.81,88.17,1
"777",236,1334,79.97,90.37,1
"778",237,1347,64.89,46.83,1
"779",237,1348,64.82,46.29,1
"780",238,1356,8.19,65.69,1
"781",238,1357,7.32,64.15,1
"782",239,1358,70,97.23,1
"783",239,1359,68,93.05,1
"784",239,1360,67.67,95.1,1
"785",239,1361,69.68,95.01,1
"786",239,1362,67.7,92.81,1
"787",239,1363,70.79,94.76,1
"788",240,1381,74.73,97.02,1
"789",240,1382,72.69,94.98,1
"790",241,1387,67.82,89.18,1
"791",241,1388,66.95,86.25,1
"792",242,1400,62.87,87.71,1
"793",242,1401,64.91,90.22,1
"794",243,1401,40.21,77.78,1
"795",243,1402,39.88,77.8,1
"796",244,1406,39.57,77.03,1
"797",244,1407,40.2,76.73,1
"798",244,1408,41.15,76.19,1
"799",244,1409,41.27,76.79,1
"800",245,1411,40.67,76.9,1
"801",245,1412,40.08,76.81,1
"802",246,1414,39.88,76.36,1
"803",246,1415,39.18,76.71,1
"804",246,1416,43.03,77.76,1
"805",246,1417,40.87,77.79,1
"806",246,1418,42.36,77.27,1
"807",246,1419,42.29,76.25,1
"808",246,1420,42.02,77.6,1
"809",246,1421,41.07,77.71,1
"810",246,1422,41.3,77.88,1
"811",246,1423,41.23,78.28,1
"812",246,1424,41.67,77.87,1
"813",246,1425,41.3,75.77,1
"814",246,1426,42.09,76.18,1
"815",246,1427,43.04,76.09,1
